Time,Type,Value
79935930,AccelY,121
79935930,AccelZ,253
79953235,AccelY,126
79953235,AccelZ,250
79969173,AccelY,129
79986448,BtnUp,Right
80002646,AccelY,126
80019370,AccelY,121
80019370,AccelZ,253
80035946,AccelY,118
80035946,AccelZ,255
80052766,AccelY,116
80103438,AccelY,113
80153344,AccelY,110
80169130,AccelY,108
80204001,AccelY,105
80219414,BtnDown,Up
80219414,AccelY,102
80235835,AccelY,97
80269679,AccelY,95
80303038,BtnUp,Up
80303038,AccelY,97
80319478,AccelY,100
80336552,AccelY,97
80353976,AccelY,95
80387818,AccelY,89
80402921,AccelY,87
80419528,AccelX,-5
80436687,AccelX,-7
80436687,AccelY,84
80453169,AccelX,-13
80453169,AccelY,81
80469122,AccelX,-15
80469122,AccelY,79
80486517,BtnDown,Left
80503229,AccelX,-13
80503229,AccelY,73
80538765,AccelX,-10
80538765,AccelY,71
80553348,AccelY,68
80588565,AccelX,-7
80588565,AccelY,65
80602728,AccelY,63
80619720,AccelX,-5
80688325,AccelY,60
80721413,AccelY,63
80754243,AccelY,60
80788308,AccelX,-7
80837741,AccelX,-5
80953160,AccelX,-2
81003324,AccelX,0
81003324,AccelY,65
81019927,BtnUp,Left
81036358,AccelY,73
81071400,BtnDown,A
81071400,AccelY,60
81086553,AccelY,55
81103194,AccelY,50
81153225,AccelY,52
81189263,AccelY,55
81203992,AccelY,58
81219616,AccelY,60
81236414,BtnUp,A
81253299,AccelY,65
81271456,AccelY,71
81287161,AccelY,73
81322396,AccelY,76
81355101,AccelY,79
81389126,AccelY,81
81421489,AccelY,84
81437587,AccelY,87
81453786,AccelY,89
81470573,AccelY,92
81521021,BtnDown,Up
81537192,AccelY,89
81554322,AccelY,84
81570352,AccelY,81
81587504,AccelY,79
81653977,BtnUp,Up
81670877,AccelY,81
81738201,AccelY,79
81770832,AccelY,76
81806312,AccelY,73
81839335,AccelX,-2
81839335,AccelY,71
81854003,AccelX,-5
81921531,AccelY,68
81954991,BtnDown,Left
81970607,AccelX,-2
81986617,AccelX,0
82038614,AccelY,71
82070510,BtnUp,Left
82086703,AccelY,79
82103620,AccelY,81
82120272,AccelY,84
82137171,AccelY,87
82154116,AccelY,89
82188580,AccelY,92
82221108,AccelY,95
82254459,AccelY,97
82353779,BtnDown,Up
82370508,AccelY,95
82386849,AccelY,92
82439165,AccelY,89
82470634,AccelY,87
82504854,BtnUp,Up
82520430,AccelY,92
82536677,AccelY,95
82553528,AccelY,97
82653789,AccelY,95
82670453,BtnDown,Right
82686830,AccelY,89
82703197,AccelY,87
82770473,AccelY,84
82808331,AccelY,87
82837198,AccelY,89
82852279,BtnUp,Right
82868629,AccelY,92
82934936,AccelY,89
82968847,AccelY,87
82985077,AccelY,84
83037585,AccelY,87
83069869,BtnDown,Down
83119348,BtnDown,Right
83119348,AccelY,89
83170469,AccelY,92
83202193,BtnUp,Down
83202193,BtnUp,Right
83218866,AccelY,95
83235242,AccelY,97
83270310,AccelY,100
83336307,AccelY,102
83402175,AccelY,105
83469772,AccelY,102
83502655,AccelY,100
83518583,BtnDown,B
83535737,AccelY,95
83554219,AccelY,92
83568836,AccelY,95
83686982,BtnUp,B
83702126,AccelY,97
83718684,AccelY,100
83787709,BtnDown,B
83803889,AccelY,95
83836957,AccelY,92
83887078,AccelY,89
84201968,AccelY,87
84218340,AccelY,84
84234937,AccelY,81
84251802,AccelY,79
84302225,AccelY,76
84319790,AccelY,73
84370010,BtnUp,B
84386367,AccelY,76
84420885,AccelY,73
84454443,BtnDown,A
84454443,AccelY,71
84488130,AccelY,68
84521229,AccelY,71
84535949,BtnUp,A
84553132,AccelY,81
84569630,AccelY,84
84605030,AccelY,81
84737697,AccelY,76
84753453,BtnDown,A
84769481,AccelY,63
84786454,AccelY,60
84804604,AccelY,58
84819697,AccelY,55
85037729,AccelY,58
85137777,AccelY,60
85203298,AccelY,63
85302826,AccelY,65
85353466,AccelY,68
85388716,AccelY,71
85738528,AccelY,73
85820589,AccelY,76
85836742,AccelY,79
85853321,AccelY,84
85870024,BtnUp,A
85870024,AccelY,87
85903892,AccelY,89
85938220,BtnDown,Up
85953495,AccelY,84
85970816,AccelY,79
85986719,AccelY,76
86003788,AccelY,73
86019960,AccelY,76
86054180,AccelY,81
86070301,BtnUp,Up
86070301,AccelY,84
86103713,AccelY,87
86138944,AccelY,89
86171336,AccelY,87
86220500,AccelY,84
86237069,BtnDown,Up
86253459,AccelY,79
86269993,AccelY,76
86286888,AccelY,73
86303489,AccelY,71
86353744,AccelY,68
86670172,AccelY,65
86704810,AccelY,68
86720564,AccelY,73
86736688,BtnUp,Up
86753855,AccelY,84
86770009,AccelY,87
86787096,AccelY,84
86820310,AccelY,81
86836910,BtnDown,Right
86853525,AccelY,76
86869777,AccelY,73
86886468,AccelY,76
86952909,AccelY,79
86969435,BtnUp,Right
86986506,AccelY,81
87003369,AccelY,84
87038585,AccelY,87
87189337,AccelY,89
87304573,BtnDown,B
87304573,AccelY,87
87320124,AccelY,81
87336703,AccelY,79
87353635,AccelY,76
87403954,AccelY,79
87438577,BtnUp,B
87438577,AccelY,84
87453900,AccelY,87
87487772,AccelY,89
87553746,AccelY,92
87638278,AccelY,89
87653572,BtnDown,Right
87669954,AccelY,87
87720317,AccelY,89
88003567,AccelY,92
88070136,AccelY,95
88087758,BtnUp,Right
88103392,AccelY,97
88137714,AccelY,95
88220262,AccelY,92
88237286,BtnDown,Up
88253932,AccelY,81
88270007,AccelY,79
88338773,AccelY,81
88353570,AccelY,84
88370729,BtnUp,Up
88387283,AccelY,89
88404494,AccelY,92
88438754,AccelY,89
88471705,AccelX,-2
88471705,AccelY,87
88486693,AccelX,-7
88505006,AccelX,-10
88520400,BtnDown,Left
88554188,AccelX,-7
88588732,AccelX,-5
88603937,AccelX,-2
88620078,AccelY,89
88636833,AccelX,0
88653512,BtnUp,Left
88670353,AccelY,92
88703875,AccelY,95
88739172,AccelY,97
88805648,AccelY,100
88903765,BtnDown,Right
88903765,AccelY,97
88920472,AccelY,95
88936949,AccelY,92
88971410,AccelY,89
89004167,AccelY,92
89054138,BtnUp,Right
89070070,AccelY,95
89105302,AccelY,97
89188793,AccelY,95
89238532,AccelY,92
89253924,AccelY,95
89370458,AccelY,97
89598934,BtnDown,A
89610224,AccelY,89
89627516,AccelY,87
89643534,AccelY,84
89660570,AccelY,81
89676833,BtnUp,A
89693680,AccelY,87
89710484,AccelY,92
89726703,AccelY,95
89977035,BtnDown,B
89993375,AccelY,87
90010156,AccelY,81
90026528,AccelY,79
90061777,AccelY,81
90076760,BtnUp,B
90093519,AccelY,87
90110317,AccelY,89
90126762,AccelY,92
90194043,AccelY,89
90312195,BtnDown,Right
90327414,AccelY,87
90362589,AccelY,84
90412080,AccelY,87
90427401,BtnUp,Right
90462997,AccelY,92
90512816,AccelX,-2
90527724,AccelX,-7
90527724,AccelY,89
90543716,AccelX,-15
90543716,AccelY,87
90560448,AccelX,-18
90560448,AccelY,84
90576941,AccelX,-21
90576941,AccelY,81
90593760,AccelX,-23
90626978,AccelX,-21
90727348,AccelX,-23
90843593,AccelY,84
90894068,BtnDown,Left
90910844,AccelX,-21
90910844,AccelY,87
90944343,AccelX,-18
90960943,AccelX,-15
91012835,BtnUp,Left
91062497,AccelX,-13
91062497,AccelY,89
91112512,AccelY,92
91127543,AccelX,-10
91212110,AccelX,-7
91212110,AccelY,95
91327272,BtnDown,Right
91343837,AccelX,-5
91343837,AccelY,92
91360475,AccelY,89
91394024,AccelX,-7
91433541,BtnUp,Right
91467473,AccelX,-5
91517490,AccelX,-7
91517490,AccelY,87
91532410,AccelX,-10
91549310,AccelX,-13
91565968,AccelX,-18
91582654,AccelY,84
91599115,AccelX,-21
91633168,AccelX,-23
91699388,AccelX,-26
91816108,AccelY,87
91832552,BtnDown,Left
91867283,AccelX,-23
91900270,AccelX,-21
91915844,BtnUp,Left
91932560,AccelX,-18
91932560,AccelY,89
91967905,AccelX,-15
91967905,AccelY,92
91983064,AccelX,-13
91998914,AccelY,95
92016135,AccelX,-10
92032254,AccelY,97
92067316,AccelX,-7
92117258,AccelY,100
92149978,AccelY,102
92199976,AccelX,-5
92215608,AccelY,105
92282877,AccelX,-2
92349164,AccelY,102
92365563,BtnDown,Up
92382492,AccelX,0
92382492,AccelY,95
92398829,AccelY,89
92415630,AccelY,87
92432703,AccelX,-2
92432703,AccelY,84
92451480,AccelX,-5
92468258,BtnUp,Up
92503049,AccelY,79
92518037,AccelY,76
92534700,AccelX,-7
92551344,AccelX,-10
92551344,AccelY,71
92568120,AccelX,-15
92568120,AccelY,65
92584546,AccelX,-21
92584546,AccelY,58
92601626,AccelX,-26
92601626,AccelY,47
92617838,AccelX,-29
92617838,AccelY,44
92634677,AccelX,-31
92634677,AccelY,42
92651008,AccelY,39
92667851,AccelY,36
92684452,AccelX,-29
92701088,AccelX,-26
92717969,AccelY,34
92734801,AccelX,-23
92768747,AccelY,31
92784719,AccelY,29
92818773,AccelX,-26
92818773,AccelY,26
92834809,AccelY,23
92851690,AccelX,-29
92851690,AccelY,21
92885790,AccelY,18
92901212,AccelX,-26
92917943,AccelY,15
92935174,AccelX,-23
92951088,AccelY,13
92986741,AccelY,10
93019226,AccelX,-21
93034820,AccelY,7
93085938,AccelY,5
93135574,AccelX,-18
93185872,AccelX,-15
93185872,AccelY,7
93268190,AccelX,-13
93301775,AccelY,10
93351645,AccelY,13
93587888,AccelX,-15
93653145,AccelY,10
93887741,AccelY,7
93937656,AccelX,-18
93969341,AccelY,10
94054317,AccelX,-21
94103346,AccelY,13
94137775,AccelX,-23
94187921,AccelY,15
94221099,AccelX,-26
94235962,AccelX,-23
94235962,AccelY,18
94252878,BtnDown,Left
94269662,AccelY,21
94286064,AccelX,-15
94302774,AccelX,-13
94302774,AccelY,15
94319615,AccelX,-7
94319615,AccelY,13
94335945,AccelX,-5
94335945,AccelY,10
94352452,BtnUp,Left
94387784,AccelX,-2
94387784,AccelY,13
94402890,AccelY,15
94419379,AccelY,18
94435907,AccelY,21
94452696,AccelY,23
94469085,AccelY,26
94486518,AccelY,29
94503047,AccelY,31
94519730,AccelY,34
94553911,AccelY,36
94587960,AccelX,-5
94620023,AccelY,34
94636704,BtnDown,Right
94654221,AccelX,-2
94669768,AccelX,0
94669768,AccelY,31
94753399,BtnUp,Right
94769711,AccelY,34
94804505,AccelY,36
95038023,AccelX,-2
95038023,AccelY,39
95071336,AccelX,-5
95170189,AccelY,42
95270749,AccelX,-7
95338426,AccelX,-10
95386915,BtnDown,B
95386915,AccelY,39
95419896,AccelY,42
95436722,AccelX,-7
95436722,AccelY,39
95452769,AccelX,-5
95452769,AccelY,36
95469728,AccelY,34
95486421,BtnUp,B
95503700,AccelY,36
95520061,AccelX,-7
95536934,AccelY,39
95553436,AccelX,-10
95570675,AccelY,42
95586665,AccelX,-7
95621539,AccelX,-5
95771291,AccelX,-2
95786969,BtnDown,Right
95804896,AccelX,0
95870843,AccelY,44
95886897,BtnUp,Right
95903704,AccelY,47
95920238,AccelY,50
95988495,AccelX,-2
96038813,AccelY,47
96104512,AccelX,0
96138669,BtnDown,Up
96153450,AccelX,-2
96153450,AccelY,39
96169788,AccelY,34
96186315,AccelY,31
96203302,AccelX,-5
96238100,BtnUp,Up
96253104,AccelY,36
96270504,AccelY,39
96286835,AccelY,42
96303334,AccelX,-7
96319675,AccelX,-10
96319675,AccelY,44
96336732,AccelX,-13
96353423,AccelX,-15
96369984,AccelX,-18
96369984,AccelY,47
96387082,AccelY,50
96403237,AccelX,-21
96403237,AccelY,52
96520762,AccelX,-23
96520762,AccelY,55
96703711,AccelY,58
96720551,AccelY,55
96736555,BtnDown,Left
96753590,AccelY,58
96769797,AccelX,-21
96806284,BtnUp,Left
96806284,AccelX,-18
96837923,AccelX,-15
96837923,AccelY,60
96871673,AccelX,-13
96871673,AccelY,65
96903613,AccelX,-10
96938156,AccelX,-7
96938156,AccelY,68
96971580,AccelX,-5
96971580,AccelY,71
97020344,AccelX,-2
97054169,AccelY,68
97069768,BtnDown,Up
97069768,AccelY,65
97086192,AccelY,63
97119614,AccelY,60
97153184,AccelX,0
97169714,BtnUp,Up
97169714,AccelY,63
97204735,AccelY,65
97438372,AccelY,68
97520213,BtnDown,A
97535920,AccelY,63
97571258,AccelY,60
97620460,AccelY,63
97636263,BtnUp,A
97653177,AccelX,-2
97669380,AccelX,-5
97669380,AccelY,65
97704754,AccelX,-2
97738653,AccelX,0
97920132,AccelY,68
98003580,AccelY,71
98070801,AccelY,68
98086589,BtnDown,A
98102588,AccelY,63
98119433,AccelY,60
98136450,AccelY,55
98170406,AccelX,-2
98170406,AccelY,58
98186579,BtnUp,A
98202902,AccelY,60
98219705,AccelX,-5
98236470,AccelY,63
98288289,AccelX,-2
98303309,AccelY,65
98388111,AccelY,68
98421317,AccelX,-5
98470000,BtnDown,Up
98470000,AccelY,65
98486522,AccelX,-7
98502688,AccelY,63
98519513,AccelX,-10
98536217,AccelY,65
98553041,BtnUp,Up
98553041,AccelY,68
98638415,AccelX,-13
98670871,AccelX,-15
98738387,AccelY,71
98838532,AccelX,-13
98870940,AccelY,73
98886479,AccelX,-10
98886479,AccelY,71
98921844,BtnDown,B
98936908,AccelX,-7
98936908,AccelY,65
98953347,AccelX,-5
98953347,AccelY,63
98969952,AccelY,60
98986934,AccelX,-2
98986934,AccelY,63
99003395,BtnUp,B
99020127,AccelX,-7
99036701,AccelX,-10
99036701,AccelY,68
99070236,AccelX,-13
99070236,AccelY,71
99086610,AccelX,-10
99120777,AccelX,-7
99120777,AccelY,73
99136614,AccelX,-5
99136614,AccelY,71
99170250,AccelX,-2
99303639,AccelY,73
99319866,AccelY,71
99336335,BtnDown,Right
99370445,AccelX,-5
99403799,AccelX,-7
99403799,AccelY,73
99419932,AccelX,-10
99436950,AccelY,76
99453129,BtnUp,Right
99520460,AccelY,73
99537076,AccelX,-13
99553322,AccelX,-18
99570363,AccelX,-21
99600342,AccelX,-31
99600342,AccelY,68
99608405,AccelX,-34
99608405,AccelY,63
99624840,AccelX,-36
99624840,AccelY,60
99641646,AccelY,58
99710007,AccelY,55
99758299,AccelY,52
99808506,AccelX,-39
99858391,AccelY,50
99958461,BtnDown,Left
99974516,AccelX,-36
99974516,AccelY,47
99991865,AccelY,50
100008093,AccelX,-34
100058265,BtnUp,Left
100093107,AccelX,-31
100107999,AccelY,52
100124778,AccelY,55
100141052,AccelX,-29
100141052,AccelY,58
100158143,AccelX,-26
100158143,AccelY,63
100174711,AccelX,-23
100174711,AccelY,65
100191351,AccelY,68
100207849,AccelX,-21
100207849,AccelY,71
100224720,AccelX,-18
100224720,AccelY,73
100241237,AccelX,-15
100257909,AccelY,76
100291412,AccelX,-13
100291412,AccelY,79
100342027,BtnDown,Up
100358619,AccelX,-7
100358619,AccelY,73
100375606,AccelY,71
100425300,AccelY,73
100441861,BtnUp,Up
100476126,AccelX,-5
100491684,AccelY,71
100526528,AccelX,-7
100526528,AccelY,68
100608491,AccelY,65
100624869,AccelX,-5
100658396,AccelY,63
100692163,AccelX,-2
100692163,AccelY,60
100708387,AccelY,58
100743264,AccelX,0
100743264,AccelY,55
100776403,AccelY,52
100825664,AccelY,55
100908398,AccelX,-2
101109206,AccelY,52
101125001,BtnDown,A
101141466,AccelX,-5
101141466,AccelY,50
101194135,AccelX,-7
101194135,AccelY,52
101208397,BtnUp,A
101224485,AccelX,-10
101224485,AccelY,55
101241295,AccelX,-13
101258518,AccelX,-15
101308437,AccelX,-13
101458050,AccelX,-10
101508308,AccelX,-7
101544000,AccelX,-10
101558321,BtnDown,B
101574638,AccelY,52
101598824,AccelX,-7
101614275,AccelY,50
101648689,BtnUp,B
101664544,AccelX,-10
101680700,AccelX,-13
101680700,AccelY,52
101697780,AccelX,-15
101697780,AccelY,55
101714179,AccelX,-18
101714179,AccelY,58
101731071,AccelY,60
101766993,AccelX,-13
101800696,AccelX,-10
101800696,AccelY,58
101815002,AccelX,-7
101815002,AccelY,55
101866419,BtnDown,Right
101881561,AccelY,52
101897892,AccelY,55
101932695,AccelY,58
101947992,AccelY,60
101964441,BtnUp,Right
102048789,AccelX,-10
102048789,AccelY,58
102064419,AccelX,-15
102081088,AccelX,-21
102081088,AccelY,52
102097715,AccelX,-26
102097715,AccelY,50
102114294,AccelX,-31
102114294,AccelY,44
102130912,AccelX,-34
102130912,AccelY,39
102181758,AccelX,-31
102181758,AccelY,42
102231243,AccelX,-34
102415884,BtnDown,Left
102431157,AccelX,-29
102466526,AccelX,-26
102498955,BtnUp,Left
102514669,AccelY,44
102548719,AccelX,-23
102548719,AccelY,47
102618156,AccelY,50
102633803,AccelX,-21
102649527,AccelY,52
102666489,AccelY,55
102683183,AccelX,-18
102733693,AccelY,58
102835404,AccelY,60
102883938,AccelX,-15
102899693,AccelX,-18
102899693,AccelY,58
102968452,AccelY,60
102983366,AccelX,-15
103033611,AccelX,-13
103033611,AccelY,63
103068141,BtnDown,A
103068141,AccelX,-10
103083170,AccelY,60
103100480,AccelY,58
103116668,AccelY,55
103132958,AccelY,52
103149844,AccelX,-7
103167024,AccelX,-10
103183342,BtnUp,A
103183342,AccelX,-13
103183342,AccelY,55
103200084,AccelY,58
103216768,AccelX,-15
103233106,AccelX,-18
103250098,AccelX,-15
103301646,AccelX,-13
103316704,BtnDown,Right
103332930,AccelX,-10
103332930,AccelY,55
103366624,AccelX,-13
103399619,AccelY,58
103416357,BtnUp,Right
103432871,AccelX,-10
103432871,AccelY,63
103450049,AccelX,-7
103450049,AccelY,65
103485435,AccelY,63
103499804,AccelX,-10
103533903,AccelX,-13
103686483,AccelX,-15
103701884,AccelX,-13
103701884,AccelY,65
103786925,AccelX,-10
103786925,AccelY,63
103868726,BtnDown,B
103885058,AccelY,58
103901748,AccelX,-5
103901748,AccelY,52
103936576,AccelX,-7
103951669,BtnUp,B
103968154,AccelX,-13
103984965,AccelY,55
104001696,AccelX,-15
104001696,AccelY,58
104036775,AccelY,60
104051569,AccelX,-13
104086791,AccelX,-10
104119403,AccelY,58
104186709,AccelX,-7
104201800,BtnDown,Up
104218216,AccelY,55
104234767,AccelY,52
104251662,AccelY,50
104268344,AccelY,52
104285580,AccelY,55
104301320,AccelY,58
104318201,BtnUp,Up
104318201,AccelY,65
104401551,AccelX,-10
104468469,AccelX,-7
104501982,AccelY,68
104551683,AccelX,-10
104551683,AccelY,71
104618473,BtnDown,B
104618473,AccelY,68
104634771,AccelY,65
104651809,AccelX,-7
104651809,AccelY,63
104668538,AccelY,58
104684895,AccelX,-10
104701852,AccelX,-13
104718589,BtnUp,B
104735180,AccelX,-21
104751994,AccelX,-23
104837315,AccelX,-21
104837315,AccelY,60
104886589,AccelX,-23
104937966,BtnDown,Left
104952104,AccelX,-18
104952104,AccelY,63
104968548,AccelX,-15
104985377,AccelX,-13
105002383,AccelX,-10
105002383,AccelY,65
105052146,BtnUp,Left
105068751,AccelX,-7
105068751,AccelY,68
105102192,AccelY,71
105118716,AccelY,73
105219616,AccelX,-5
105235616,AccelY,76
105287438,AccelY,73
105302633,BtnDown,B
105318635,AccelX,0
105318635,AccelY,68
105368837,AccelY,73
105385306,AccelY,79
105402104,AccelY,81
105418649,BtnUp,B
105435094,AccelY,79
105452082,AccelX,-2
105452082,AccelY,81
105468435,AccelY,79
105485093,AccelX,0
105618887,AccelY,81
105668981,AccelY,79
105702574,BtnDown,Up
105719123,AccelX,-2
105719123,AccelY,76
105735578,AccelX,0
105735578,AccelY,73
105803707,AccelY,76
105819196,AccelY,79
105836816,BtnUp,Up
105869779,AccelY,81
105920115,AccelX,-2
105953677,AccelY,84
106002404,AccelY,87
106052628,BtnDown,B
106052628,AccelY,84
106069112,AccelX,0
106069112,AccelY,81
106085721,AccelY,79
106119437,AccelY,81
106135747,AccelY,84
106152318,BtnUp,B
106168900,AccelX,-2
106185438,AccelY,87
106202088,AccelX,-5
106202088,AccelY,84
106218728,AccelY,81
106235633,AccelX,-2
106252154,AccelX,0
106252154,AccelY,84
106302955,AccelY,81
106319227,BtnDown,B
106335686,AccelY,73
106352684,AccelY,68
106368875,AccelY,65
106420130,AccelY,68
106520708,AccelY,71
106619606,AccelY,73
106702796,AccelY,76
106752772,AccelY,73
106787809,AccelY,76
106819763,AccelY,73
106854279,AccelY,71
106869643,AccelY,68
107102739,AccelY,71
107119517,AccelY,73
107135902,AccelY,76
107152693,BtnUp,B
107169617,AccelX,-7
107186562,AccelX,-10
107186562,AccelY,73
107219647,BtnDown,Left
107236320,AccelX,-5
107252921,AccelX,0
107252921,AccelY,76
107270497,AccelY,73
107285991,AccelY,71
107319798,BtnUp,Left
107336284,AccelY,79
107353359,AccelY,84
107369607,AccelY,92
107385910,AccelY,95
107420091,AccelY,97
107503214,AccelY,100
107538150,AccelY,97
107570869,AccelY,92
107703186,BtnDown,Right
107719705,AccelY,84
107736381,AccelY,81
107753335,AccelY,79
107805662,BtnUp,Right
107819679,AccelY,84
107835635,AccelY,87
107852369,AccelY,89
107869570,AccelY,92
107885888,AccelY,87
107902383,BtnDown,B
107919229,AccelY,73
107935524,AccelY,71
107952575,AccelY,73
107968817,AccelY,76
108019442,AccelY,73
108035716,BtnUp,B
108069324,AccelX,-2
108069324,AccelY,76
108085709,AccelX,-5
108085709,AccelY,79
108102246,AccelX,-2
108137625,AccelY,81
108152386,AccelX,0
108152386,AccelY,87
108168817,AccelY,89
108185898,AccelY,92
108203351,AccelY,89
108218805,BtnDown,Up
108218805,AccelY,84
108235839,AccelY,81
108252582,AccelY,76
108287121,AccelY,79
108302784,AccelY,81
108319073,AccelY,84
108336667,BtnUp,Up
108352713,AccelY,89
108419665,AccelY,87
108469508,AccelY,89
108502715,AccelY,87
108518903,BtnDown,Right
108535705,AccelY,81
108569185,AccelY,79
108603219,AccelY,81
108637040,AccelY,84
108652247,BtnUp,Right
108669228,AccelY,89
108685623,AccelY,92
108837649,AccelY,95
108852429,AccelY,92
108869196,BtnDown,B
108885687,AccelY,81
108902093,AccelY,79
108937708,AccelY,81
108969562,AccelY,84
109003331,BtnUp,B
109018967,AccelY,87
109035187,AccelY,89
109068733,AccelY,92
109102148,AccelY,97
109138096,AccelY,92
109152106,AccelY,87
109168422,BtnDown,A
109185280,AccelY,79
109201833,AccelY,76
109286900,AccelY,79
109302345,BtnUp,A
109318716,AccelY,87
109335643,AccelY,89
109352118,AccelY,92
109368669,AccelY,95
109569423,BtnDown,B
109569423,AccelY,92
109594533,AccelY,81
109679800,AccelY,84
109713991,AccelY,87
109728935,BtnUp,B
109745186,AccelY,89
109762245,AccelY,92
109799729,AccelY,89
109895746,AccelY,87
109911462,BtnDown,Up
109928724,AccelY,79
109963720,AccelY,76
109979034,AccelY,79
109995617,AccelY,81
110012239,BtnUp,Up
110046095,AccelY,79
110062384,AccelX,-2
110062384,AccelY,76
110078737,AccelX,-7
110078737,AccelY,73
110095667,AccelX,-13
110095667,AccelY,68
110111816,AccelX,-18
110111816,AccelY,65
110128902,AccelX,-21
110128902,AccelY,60
110145668,AccelX,-23
110161833,AccelY,58
110230028,AccelX,-21
110245901,AccelX,-23
110262027,AccelY,60
110329658,AccelX,-21
110329658,AccelY,63
110364294,BtnDown,Left
110379638,AccelX,-13
110379638,AccelY,68
110395707,AccelX,-7
110395707,AccelY,73
110412286,AccelX,-2
110412286,AccelY,79
110429346,AccelX,0
110429346,AccelY,81
110462847,AccelY,79
110496172,BtnUp,Left
110529248,AccelY,81
110545843,AccelY,84
110580428,AccelY,81
110614405,AccelY,84
110782701,AccelY,87
110865830,AccelY,89
110931543,AccelY,92
110947865,AccelY,95
110964421,BtnDown,A
110964421,AccelY,89
110981507,AccelY,87
110998011,AccelY,79
111015280,AccelY,71
111066307,AccelY,73
111081476,AccelY,76
111097553,AccelY,79
111132588,AccelY,76
111166193,AccelY,73
111181712,AccelY,76
111198447,BtnUp,A
111214063,AccelY,89
111230971,AccelY,92
111266630,AccelX,-2
111281519,AccelX,-5
111281519,AccelY,95
111297763,BtnDown,B
111314651,AccelX,-13
111314651,AccelY,79
111331129,AccelX,-10
111331129,AccelY,76
111347719,AccelX,-2
111365076,AccelX,0
111365076,AccelY,79
111381711,AccelY,81
111431798,AccelY,79
111466471,AccelY,81
111481540,AccelX,-2
111497858,AccelY,84
111532118,BtnUp,B
111548222,AccelX,-5
111548222,AccelY,87
111597910,AccelX,-2
111597910,AccelY,89
111666703,AccelX,0
111699406,AccelY,92
111731849,BtnDown,Right
111747818,AccelY,89
111784450,AccelX,-2
111935985,AccelX,-5
111968803,AccelY,87
112085089,AccelX,-7
112100628,AccelY,89
112117162,AccelX,-5
112134518,AccelY,95
112150581,BtnUp,Right
112167526,AccelX,-2
112202646,AccelY,92
112217150,AccelY,89
112233712,AccelY,92
112267653,BtnDown,Up
112267653,AccelX,0
112267653,AccelY,89
112283785,AccelY,84
112300773,AccelY,79
112316923,AccelY,73
112384852,AccelY,76
112400709,BtnUp,Up
112416942,AccelY,84
112501001,AccelX,-2
112517459,AccelX,-5
112533933,AccelX,-7
112533933,AccelY,81
112551045,AccelX,-10
112551045,AccelY,79
112567724,AccelX,-13
112567724,AccelY,76
112583685,AccelX,-15
112583685,AccelY,73
112600439,AccelX,-18
112600439,AccelY,71
112617037,AccelX,-21
112651338,AccelY,68
112750840,AccelY,65
112785577,AccelX,-23
112868237,AccelY,63
112903714,BtnDown,Left
112903714,AccelX,-21
112918420,AccelX,-15
112918420,AccelY,68
112952276,AccelX,-13
112985114,BtnUp,Left
113036578,AccelX,-10
113036578,AccelY,71
113068539,AccelY,73
113152046,AccelX,-7
113285755,AccelY,76
113318671,AccelX,-5
113318671,AccelY,79
113353002,AccelY,76
113368400,AccelX,-2
113402125,BtnDown,Up
113418601,AccelY,73
113434550,AccelY,71
113486533,BtnUp,Up
113519082,AccelY,68
113552739,AccelY,65
113568108,AccelX,-5
113584639,AccelX,-7
113584639,AccelY,63
113602089,AccelX,-10
113602089,AccelY,60
113618348,AccelX,-13
113634851,AccelX,-15
113669958,AccelX,-18
113669958,AccelY,58
113702366,AccelX,-21
113786388,AccelX,-23
113886559,AccelX,-21
113902198,AccelX,-23
114002266,AccelX,-21
114036106,BtnDown,Left
114051882,AccelX,-18
114051882,AccelY,63
114068785,AccelX,-15
114085460,AccelX,-13
114085460,AccelY,65
114119510,BtnUp,Left
114135476,AccelX,-10
114135476,AccelY,68
114153721,AccelY,71
114168670,AccelY,73
114185479,AccelX,-7
114185479,AccelY,76
114219059,AccelX,-5
114219059,AccelY,79
114235566,AccelY,81
114252179,AccelX,-2
114252179,AccelY,84
114268485,AccelY,87
114302618,AccelX,0
114302618,AccelY,89
114336664,AccelY,92
114418841,AccelY,89
114435712,BtnDown,Up
114451732,AccelY,87
114487134,AccelY,84
114519504,BtnUp,Up
114535101,AccelY,81
114587016,AccelY,79
114602358,AccelX,-2
114602358,AccelY,76
114618515,AccelX,-5
114618515,AccelY,73
114635642,AccelX,-7
114635642,AccelY,68
114652540,AccelX,-10
114652540,AccelY,65
114669070,AccelX,-13
114685751,AccelX,-15
114685751,AccelY,63
114787652,BtnDown,Left
114804289,AccelX,-13
114819065,AccelY,65
114887481,BtnUp,Left
114919592,AccelX,-10
114919592,AccelY,68
114985471,AccelX,-7
115020374,AccelX,-5
115052282,AccelX,-2
115052282,AccelY,71
115086789,AccelX,0
115102524,AccelY,73
115170160,AccelY,71
115185712,BtnDown,B
115202165,AccelY,63
115218852,AccelY,60
115235455,BtnUp,B
115252469,AccelY,63
115287328,AccelX,-2
115287328,AccelY,65
115302270,AccelX,-5
115337676,AccelX,-2
115352469,AccelX,0
115437721,AccelY,68
115452461,AccelY,65
115552117,AccelY,68
115686541,BtnDown,Right
115686541,AccelX,-2
115702445,AccelY,71
